full_path_orig,file_name,true_color,light_on,full_path_crop
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_11:11:54.033695.jpg,img2021-07-08_11:11:54.033695,red,False,/home/james/Projects/opencv-test/circle_imgs/img2021-07-08_11:11:54.033695_crop.jpg
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_11:12:24.653021.jpg,img2021-07-08_11:12:24.653021,red,False,/home/james/Projects/opencv-test/circle_imgs/img2021-07-08_11:12:24.653021_crop.jpg
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_11:12:55.153436.jpg,img2021-07-08_11:12:55.153436,red,False,/home/james/Projects/opencv-test/circle_imgs/img2021-07-08_11:12:55.153436_crop.jpg
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_11:13:25.751935.jpg,img2021-07-08_11:13:25.751935,red,False,/home/james/Projects/opencv-test/circle_imgs/img2021-07-08_11:13:25.751935_crop.jpg
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_11:13:56.398610.jpg,img2021-07-08_11:13:56.398610,red,True,/home/james/Projects/opencv-test/circle_imgs/img2021-07-08_11:13:56.398610_crop.jpg
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_11:14:26.901685.jpg,img2021-07-08_11:14:26.901685,red,True,/home/james/Projects/opencv-test/circle_imgs/img2021-07-08_11:14:26.901685_crop.jpg
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_11:14:57.497116.jpg,img2021-07-08_11:14:57.497116,red,True,/home/james/Projects/opencv-test/circle_imgs/img2021-07-08_11:14:57.497116_crop.jpg
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_11:15:27.986665.jpg,img2021-07-08_11:15:27.986665,red,True,/home/james/Projects/opencv-test/circle_imgs/img2021-07-08_11:15:27.986665_crop.jpg
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_11:15:58.557701.jpg,img2021-07-08_11:15:58.557701,red,True,/home/james/Projects/opencv-test/circle_imgs/img2021-07-08_11:15:58.557701_crop.jpg
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_11:16:29.141460.jpg,img2021-07-08_11:16:29.141460,red,True,/home/james/Projects/opencv-test/circle_imgs/img2021-07-08_11:16:29.141460_crop.jpg
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_11:16:59.679512.jpg,img2021-07-08_11:16:59.679512,red,True,/home/james/Projects/opencv-test/circle_imgs/img2021-07-08_11:16:59.679512_crop.jpg
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_11:17:30.281559.jpg,img2021-07-08_11:17:30.281559,red,True,/home/james/Projects/opencv-test/circle_imgs/img2021-07-08_11:17:30.281559_crop.jpg
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_11:18:00.833467.jpg,img2021-07-08_11:18:00.833467,red,True,/home/james/Projects/opencv-test/circle_imgs/img2021-07-08_11:18:00.833467_crop.jpg
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_11:18:31.363077.jpg,img2021-07-08_11:18:31.363077,red,True,/home/james/Projects/opencv-test/circle_imgs/img2021-07-08_11:18:31.363077_crop.jpg
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_11:19:01.936164.jpg,img2021-07-08_11:19:01.936164,red,True,/home/james/Projects/opencv-test/circle_imgs/img2021-07-08_11:19:01.936164_crop.jpg
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_11:19:32.600090.jpg,img2021-07-08_11:19:32.600090,red,True,/home/james/Projects/opencv-test/circle_imgs/img2021-07-08_11:19:32.600090_crop.jpg
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_11:20:03.078352.jpg,img2021-07-08_11:20:03.078352,red,True,/home/james/Projects/opencv-test/circle_imgs/img2021-07-08_11:20:03.078352_crop.jpg
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_11:20:33.676560.jpg,img2021-07-08_11:20:33.676560,red,True,/home/james/Projects/opencv-test/circle_imgs/img2021-07-08_11:20:33.676560_crop.jpg
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_11:21:04.237169.jpg,img2021-07-08_11:21:04.237169,red,True,/home/james/Projects/opencv-test/circle_imgs/img2021-07-08_11:21:04.237169_crop.jpg
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_11:21:34.835085.jpg,img2021-07-08_11:21:34.835085,red,True,/home/james/Projects/opencv-test/circle_imgs/img2021-07-08_11:21:34.835085_crop.jpg
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_11:22:05.421892.jpg,img2021-07-08_11:22:05.421892,red,True,/home/james/Projects/opencv-test/circle_imgs/img2021-07-08_11:22:05.421892_crop.jpg
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_11:22:36.311468.jpg,img2021-07-08_11:22:36.311468,red,True,/home/james/Projects/opencv-test/circle_imgs/img2021-07-08_11:22:36.311468_crop.jpg
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_11:23:06.570194.jpg,img2021-07-08_11:23:06.570194,red,True,/home/james/Projects/opencv-test/circle_imgs/img2021-07-08_11:23:06.570194_crop.jpg
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_11:23:37.117683.jpg,img2021-07-08_11:23:37.117683,red,True,/home/james/Projects/opencv-test/circle_imgs/img2021-07-08_11:23:37.117683_crop.jpg
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_11:24:07.625331.jpg,img2021-07-08_11:24:07.625331,red,True,/home/james/Projects/opencv-test/circle_imgs/img2021-07-08_11:24:07.625331_crop.jpg
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_11:24:38.072507.jpg,img2021-07-08_11:24:38.072507,red,True,/home/james/Projects/opencv-test/circle_imgs/img2021-07-08_11:24:38.072507_crop.jpg
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_11:25:08.617175.jpg,img2021-07-08_11:25:08.617175,red,True,/home/james/Projects/opencv-test/circle_imgs/img2021-07-08_11:25:08.617175_crop.jpg
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_11:25:39.181874.jpg,img2021-07-08_11:25:39.181874,red,True,/home/james/Projects/opencv-test/circle_imgs/img2021-07-08_11:25:39.181874_crop.jpg
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_11:26:09.701907.jpg,img2021-07-08_11:26:09.701907,red,True,/home/james/Projects/opencv-test/circle_imgs/img2021-07-08_11:26:09.701907_crop.jpg
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_11:26:40.455477.jpg,img2021-07-08_11:26:40.455477,red,True,/home/james/Projects/opencv-test/circle_imgs/img2021-07-08_11:26:40.455477_crop.jpg
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_11:27:10.922380.jpg,img2021-07-08_11:27:10.922380,red,True,/home/james/Projects/opencv-test/circle_imgs/img2021-07-08_11:27:10.922380_crop.jpg
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_11:27:41.415246.jpg,img2021-07-08_11:27:41.415246,red,True,/home/james/Projects/opencv-test/circle_imgs/img2021-07-08_11:27:41.415246_crop.jpg
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_11:28:12.044851.jpg,img2021-07-08_11:28:12.044851,red,True,/home/james/Projects/opencv-test/circle_imgs/img2021-07-08_11:28:12.044851_crop.jpg
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_11:28:42.601963.jpg,img2021-07-08_11:28:42.601963,red,True,/home/james/Projects/opencv-test/circle_imgs/img2021-07-08_11:28:42.601963_crop.jpg
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_11:29:13.411509.jpg,img2021-07-08_11:29:13.411509,red,True,/home/james/Projects/opencv-test/circle_imgs/img2021-07-08_11:29:13.411509_crop.jpg
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_11:29:43.620404.jpg,img2021-07-08_11:29:43.620404,red,True,/home/james/Projects/opencv-test/circle_imgs/img2021-07-08_11:29:43.620404_crop.jpg
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_11:30:14.181429.jpg,img2021-07-08_11:30:14.181429,red,True,/home/james/Projects/opencv-test/circle_imgs/img2021-07-08_11:30:14.181429_crop.jpg
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_11:30:44.789785.jpg,img2021-07-08_11:30:44.789785,red,True,/home/james/Projects/opencv-test/circle_imgs/img2021-07-08_11:30:44.789785_crop.jpg
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_11:31:15.341431.jpg,img2021-07-08_11:31:15.341431,red,True,/home/james/Projects/opencv-test/circle_imgs/img2021-07-08_11:31:15.341431_crop.jpg
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_11:31:45.926635.jpg,img2021-07-08_11:31:45.926635,red,True,/home/james/Projects/opencv-test/circle_imgs/img2021-07-08_11:31:45.926635_crop.jpg
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_11:32:16.368134.jpg,img2021-07-08_11:32:16.368134,red,True,/home/james/Projects/opencv-test/circle_imgs/img2021-07-08_11:32:16.368134_crop.jpg
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_11:32:46.975547.jpg,img2021-07-08_11:32:46.975547,red,True,/home/james/Projects/opencv-test/circle_imgs/img2021-07-08_11:32:46.975547_crop.jpg
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_11:33:17.529905.jpg,img2021-07-08_11:33:17.529905,red,True,/home/james/Projects/opencv-test/circle_imgs/img2021-07-08_11:33:17.529905_crop.jpg
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_11:33:48.071601.jpg,img2021-07-08_11:33:48.071601,red,True,/home/james/Projects/opencv-test/circle_imgs/img2021-07-08_11:33:48.071601_crop.jpg
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_11:34:18.668760.jpg,img2021-07-08_11:34:18.668760,red,True,/home/james/Projects/opencv-test/circle_imgs/img2021-07-08_11:34:18.668760_crop.jpg
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_11:34:49.257640.jpg,img2021-07-08_11:34:49.257640,red,True,/home/james/Projects/opencv-test/circle_imgs/img2021-07-08_11:34:49.257640_crop.jpg
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_11:35:19.805166.jpg,img2021-07-08_11:35:19.805166,red,True,/home/james/Projects/opencv-test/circle_imgs/img2021-07-08_11:35:19.805166_crop.jpg
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_11:35:50.374361.jpg,img2021-07-08_11:35:50.374361,red,True,/home/james/Projects/opencv-test/circle_imgs/img2021-07-08_11:35:50.374361_crop.jpg
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_11:36:21.301851.jpg,img2021-07-08_11:36:21.301851,red,True,/home/james/Projects/opencv-test/circle_imgs/img2021-07-08_11:36:21.301851_crop.jpg
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_11:36:51.506847.jpg,img2021-07-08_11:36:51.506847,red,True,/home/james/Projects/opencv-test/circle_imgs/img2021-07-08_11:36:51.506847_crop.jpg
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_11:37:22.377548.jpg,img2021-07-08_11:37:22.377548,red,True,/home/james/Projects/opencv-test/circle_imgs/img2021-07-08_11:37:22.377548_crop.jpg
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_11:37:52.757322.jpg,img2021-07-08_11:37:52.757322,red,True,/home/james/Projects/opencv-test/circle_imgs/img2021-07-08_11:37:52.757322_crop.jpg
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_11:38:23.138801.jpg,img2021-07-08_11:38:23.138801,red,True,/home/james/Projects/opencv-test/circle_imgs/img2021-07-08_11:38:23.138801_crop.jpg
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_11:38:53.631108.jpg,img2021-07-08_11:38:53.631108,red,True,/home/james/Projects/opencv-test/circle_imgs/img2021-07-08_11:38:53.631108_crop.jpg
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_11:39:24.137351.jpg,img2021-07-08_11:39:24.137351,red,True,/home/james/Projects/opencv-test/circle_imgs/img2021-07-08_11:39:24.137351_crop.jpg
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_11:39:54.743413.jpg,img2021-07-08_11:39:54.743413,red,True,/home/james/Projects/opencv-test/circle_imgs/img2021-07-08_11:39:54.743413_crop.jpg
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_11:40:25.377483.jpg,img2021-07-08_11:40:25.377483,red,True,/home/james/Projects/opencv-test/circle_imgs/img2021-07-08_11:40:25.377483_crop.jpg
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_11:40:55.872103.jpg,img2021-07-08_11:40:55.872103,red,True,/home/james/Projects/opencv-test/circle_imgs/img2021-07-08_11:40:55.872103_crop.jpg
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_11:41:26.392958.jpg,img2021-07-08_11:41:26.392958,red,True,/home/james/Projects/opencv-test/circle_imgs/img2021-07-08_11:41:26.392958_crop.jpg
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_11:41:56.896226.jpg,img2021-07-08_11:41:56.896226,red,True,/home/james/Projects/opencv-test/circle_imgs/img2021-07-08_11:41:56.896226_crop.jpg
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_11:42:27.571649.jpg,img2021-07-08_11:42:27.571649,red,True,/home/james/Projects/opencv-test/circle_imgs/img2021-07-08_11:42:27.571649_crop.jpg
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_11:42:58.058491.jpg,img2021-07-08_11:42:58.058491,red,True,/home/james/Projects/opencv-test/circle_imgs/img2021-07-08_11:42:58.058491_crop.jpg
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_11:43:28.494242.jpg,img2021-07-08_11:43:28.494242,red,True,/home/james/Projects/opencv-test/circle_imgs/img2021-07-08_11:43:28.494242_crop.jpg
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_11:43:59.045040.jpg,img2021-07-08_11:43:59.045040,red,True,/home/james/Projects/opencv-test/circle_imgs/img2021-07-08_11:43:59.045040_crop.jpg
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_11:44:29.656325.jpg,img2021-07-08_11:44:29.656325,red,True,/home/james/Projects/opencv-test/circle_imgs/img2021-07-08_11:44:29.656325_crop.jpg
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_11:45:00.200224.jpg,img2021-07-08_11:45:00.200224,red,True,/home/james/Projects/opencv-test/circle_imgs/img2021-07-08_11:45:00.200224_crop.jpg
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_11:45:30.610060.jpg,img2021-07-08_11:45:30.610060,red,True,/home/james/Projects/opencv-test/circle_imgs/img2021-07-08_11:45:30.610060_crop.jpg
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_11:46:01.069772.jpg,img2021-07-08_11:46:01.069772,red,True,/home/james/Projects/opencv-test/circle_imgs/img2021-07-08_11:46:01.069772_crop.jpg
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_11:46:31.562382.jpg,img2021-07-08_11:46:31.562382,red,True,/home/james/Projects/opencv-test/circle_imgs/img2021-07-08_11:46:31.562382_crop.jpg
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_11:47:02.206429.jpg,img2021-07-08_11:47:02.206429,red,True,/home/james/Projects/opencv-test/circle_imgs/img2021-07-08_11:47:02.206429_crop.jpg
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_11:47:32.732278.jpg,img2021-07-08_11:47:32.732278,red,True,/home/james/Projects/opencv-test/circle_imgs/img2021-07-08_11:47:32.732278_crop.jpg
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_11:48:03.272807.jpg,img2021-07-08_11:48:03.272807,red,True,/home/james/Projects/opencv-test/circle_imgs/img2021-07-08_11:48:03.272807_crop.jpg
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_11:48:33.857766.jpg,img2021-07-08_11:48:33.857766,red,True,/home/james/Projects/opencv-test/circle_imgs/img2021-07-08_11:48:33.857766_crop.jpg
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_11:49:04.402326.jpg,img2021-07-08_11:49:04.402326,red,True,/home/james/Projects/opencv-test/circle_imgs/img2021-07-08_11:49:04.402326_crop.jpg
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_11:49:34.994069.jpg,img2021-07-08_11:49:34.994069,red,True,/home/james/Projects/opencv-test/circle_imgs/img2021-07-08_11:49:34.994069_crop.jpg
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_11:50:05.592308.jpg,img2021-07-08_11:50:05.592308,red,True,/home/james/Projects/opencv-test/circle_imgs/img2021-07-08_11:50:05.592308_crop.jpg
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_11:50:36.133080.jpg,img2021-07-08_11:50:36.133080,red,True,/home/james/Projects/opencv-test/circle_imgs/img2021-07-08_11:50:36.133080_crop.jpg
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_11:51:06.686688.jpg,img2021-07-08_11:51:06.686688,red,True,/home/james/Projects/opencv-test/circle_imgs/img2021-07-08_11:51:06.686688_crop.jpg
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_11:51:37.245038.jpg,img2021-07-08_11:51:37.245038,red,True,/home/james/Projects/opencv-test/circle_imgs/img2021-07-08_11:51:37.245038_crop.jpg
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_11:52:07.795696.jpg,img2021-07-08_11:52:07.795696,red,True,/home/james/Projects/opencv-test/circle_imgs/img2021-07-08_11:52:07.795696_crop.jpg
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_11:52:38.363888.jpg,img2021-07-08_11:52:38.363888,red,True,/home/james/Projects/opencv-test/circle_imgs/img2021-07-08_11:52:38.363888_crop.jpg
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_11:53:08.952796.jpg,img2021-07-08_11:53:08.952796,red,True,/home/james/Projects/opencv-test/circle_imgs/img2021-07-08_11:53:08.952796_crop.jpg
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_11:53:39.455909.jpg,img2021-07-08_11:53:39.455909,red,True,/home/james/Projects/opencv-test/circle_imgs/img2021-07-08_11:53:39.455909_crop.jpg
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_11:54:10.020823.jpg,img2021-07-08_11:54:10.020823,red,True,/home/james/Projects/opencv-test/circle_imgs/img2021-07-08_11:54:10.020823_crop.jpg
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_11:54:40.618039.jpg,img2021-07-08_11:54:40.618039,red,True,/home/james/Projects/opencv-test/circle_imgs/img2021-07-08_11:54:40.618039_crop.jpg
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_11:55:11.187396.jpg,img2021-07-08_11:55:11.187396,red,True,/home/james/Projects/opencv-test/circle_imgs/img2021-07-08_11:55:11.187396_crop.jpg
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_11:55:41.763081.jpg,img2021-07-08_11:55:41.763081,red,True,/home/james/Projects/opencv-test/circle_imgs/img2021-07-08_11:55:41.763081_crop.jpg
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_11:56:12.358347.jpg,img2021-07-08_11:56:12.358347,red,True,/home/james/Projects/opencv-test/circle_imgs/img2021-07-08_11:56:12.358347_crop.jpg
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_11:56:42.983703.jpg,img2021-07-08_11:56:42.983703,red,True,/home/james/Projects/opencv-test/circle_imgs/img2021-07-08_11:56:42.983703_crop.jpg
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_11:57:13.572445.jpg,img2021-07-08_11:57:13.572445,red,True,/home/james/Projects/opencv-test/circle_imgs/img2021-07-08_11:57:13.572445_crop.jpg
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_11:57:44.003375.jpg,img2021-07-08_11:57:44.003375,red,True,/home/james/Projects/opencv-test/circle_imgs/img2021-07-08_11:57:44.003375_crop.jpg
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_11:58:14.603818.jpg,img2021-07-08_11:58:14.603818,red,True,/home/james/Projects/opencv-test/circle_imgs/img2021-07-08_11:58:14.603818_crop.jpg
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_11:58:45.116199.jpg,img2021-07-08_11:58:45.116199,red,True,/home/james/Projects/opencv-test/circle_imgs/img2021-07-08_11:58:45.116199_crop.jpg
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_11:59:15.625232.jpg,img2021-07-08_11:59:15.625232,red,True,/home/james/Projects/opencv-test/circle_imgs/img2021-07-08_11:59:15.625232_crop.jpg
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_11:59:46.230020.jpg,img2021-07-08_11:59:46.230020,red,True,/home/james/Projects/opencv-test/circle_imgs/img2021-07-08_11:59:46.230020_crop.jpg
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_12:00:16.656517.jpg,img2021-07-08_12:00:16.656517,red,True,/home/james/Projects/opencv-test/circle_imgs/img2021-07-08_12:00:16.656517_crop.jpg
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_12:00:47.228157.jpg,img2021-07-08_12:00:47.228157,red,True,/home/james/Projects/opencv-test/circle_imgs/img2021-07-08_12:00:47.228157_crop.jpg
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_12:01:17.874569.jpg,img2021-07-08_12:01:17.874569,red,True,/home/james/Projects/opencv-test/circle_imgs/img2021-07-08_12:01:17.874569_crop.jpg
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_12:01:48.472796.jpg,img2021-07-08_12:01:48.472796,red,True,/home/james/Projects/opencv-test/circle_imgs/img2021-07-08_12:01:48.472796_crop.jpg
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_12:02:18.902460.jpg,img2021-07-08_12:02:18.902460,red,True,/home/james/Projects/opencv-test/circle_imgs/img2021-07-08_12:02:18.902460_crop.jpg
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_12:02:49.441736.jpg,img2021-07-08_12:02:49.441736,red,True,/home/james/Projects/opencv-test/circle_imgs/img2021-07-08_12:02:49.441736_crop.jpg
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_12:03:20.084484.jpg,img2021-07-08_12:03:20.084484,red,True,/home/james/Projects/opencv-test/circle_imgs/img2021-07-08_12:03:20.084484_crop.jpg
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_12:03:50.550271.jpg,img2021-07-08_12:03:50.550271,red,True,/home/james/Projects/opencv-test/circle_imgs/img2021-07-08_12:03:50.550271_crop.jpg
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_12:04:21.318615.jpg,img2021-07-08_12:04:21.318615,red,True,/home/james/Projects/opencv-test/circle_imgs/img2021-07-08_12:04:21.318615_crop.jpg
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_12:04:51.628706.jpg,img2021-07-08_12:04:51.628706,red,True,/home/james/Projects/opencv-test/circle_imgs/img2021-07-08_12:04:51.628706_crop.jpg
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_12:05:22.553292.jpg,img2021-07-08_12:05:22.553292,red,True,/home/james/Projects/opencv-test/circle_imgs/img2021-07-08_12:05:22.553292_crop.jpg
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_12:05:52.872556.jpg,img2021-07-08_12:05:52.872556,red,True,/home/james/Projects/opencv-test/circle_imgs/img2021-07-08_12:05:52.872556_crop.jpg
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_12:06:23.441495.jpg,img2021-07-08_12:06:23.441495,red,True,/home/james/Projects/opencv-test/circle_imgs/img2021-07-08_12:06:23.441495_crop.jpg
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_12:06:53.898924.jpg,img2021-07-08_12:06:53.898924,red,True,/home/james/Projects/opencv-test/circle_imgs/img2021-07-08_12:06:53.898924_crop.jpg
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_12:07:24.348379.jpg,img2021-07-08_12:07:24.348379,red,True,/home/james/Projects/opencv-test/circle_imgs/img2021-07-08_12:07:24.348379_crop.jpg
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_12:07:54.929138.jpg,img2021-07-08_12:07:54.929138,red,True,/home/james/Projects/opencv-test/circle_imgs/img2021-07-08_12:07:54.929138_crop.jpg
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_12:08:25.476421.jpg,img2021-07-08_12:08:25.476421,red,True,/home/james/Projects/opencv-test/circle_imgs/img2021-07-08_12:08:25.476421_crop.jpg
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_12:08:56.033586.jpg,img2021-07-08_12:08:56.033586,red,True,/home/james/Projects/opencv-test/circle_imgs/img2021-07-08_12:08:56.033586_crop.jpg
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_12:09:26.559791.jpg,img2021-07-08_12:09:26.559791,red,True,/home/james/Projects/opencv-test/circle_imgs/img2021-07-08_12:09:26.559791_crop.jpg
