full_path,file_name,true_color,light_on
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_11:13:56.398610.jpg,img2021-07-08_11:13:56.398610,red,TRUE
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_11:14:26.901685.jpg,img2021-07-08_11:14:26.901685,red,TRUE
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_11:14:57.497116.jpg,img2021-07-08_11:14:57.497116,red,TRUE
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_11:15:27.986665.jpg,img2021-07-08_11:15:27.986665,red,TRUE
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_11:15:58.557701.jpg,img2021-07-08_11:15:58.557701,red,TRUE
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_11:16:29.141460.jpg,img2021-07-08_11:16:29.141460,red,TRUE
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_11:16:59.679512.jpg,img2021-07-08_11:16:59.679512,red,TRUE
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_11:17:30.281559.jpg,img2021-07-08_11:17:30.281559,red,TRUE
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_11:18:00.833467.jpg,img2021-07-08_11:18:00.833467,red,TRUE
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_11:18:31.363077.jpg,img2021-07-08_11:18:31.363077,red,TRUE
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_11:19:01.936164.jpg,img2021-07-08_11:19:01.936164,red,TRUE
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_11:19:32.600090.jpg,img2021-07-08_11:19:32.600090,red,TRUE
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_11:20:03.078352.jpg,img2021-07-08_11:20:03.078352,red,TRUE
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_11:20:33.676560.jpg,img2021-07-08_11:20:33.676560,red,TRUE
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_11:21:04.237169.jpg,img2021-07-08_11:21:04.237169,red,TRUE
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_11:21:34.835085.jpg,img2021-07-08_11:21:34.835085,red,TRUE
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_11:22:05.421892.jpg,img2021-07-08_11:22:05.421892,red,TRUE
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_11:22:36.311468.jpg,img2021-07-08_11:22:36.311468,red,TRUE
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_11:23:06.570194.jpg,img2021-07-08_11:23:06.570194,red,TRUE
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_11:23:37.117683.jpg,img2021-07-08_11:23:37.117683,red,TRUE
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_11:24:07.625331.jpg,img2021-07-08_11:24:07.625331,red,TRUE
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_11:24:38.072507.jpg,img2021-07-08_11:24:38.072507,red,TRUE
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_11:25:08.617175.jpg,img2021-07-08_11:25:08.617175,red,TRUE
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_11:25:39.181874.jpg,img2021-07-08_11:25:39.181874,red,TRUE
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_11:26:09.701907.jpg,img2021-07-08_11:26:09.701907,red,TRUE
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_11:26:40.455477.jpg,img2021-07-08_11:26:40.455477,red,TRUE
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_11:27:10.922380.jpg,img2021-07-08_11:27:10.922380,red,TRUE
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_11:27:41.415246.jpg,img2021-07-08_11:27:41.415246,red,TRUE
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_11:28:12.044851.jpg,img2021-07-08_11:28:12.044851,red,TRUE
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_11:28:42.601963.jpg,img2021-07-08_11:28:42.601963,red,TRUE
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_11:29:13.411509.jpg,img2021-07-08_11:29:13.411509,red,TRUE
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_11:29:43.620404.jpg,img2021-07-08_11:29:43.620404,red,TRUE
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_11:30:14.181429.jpg,img2021-07-08_11:30:14.181429,red,TRUE
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_11:30:44.789785.jpg,img2021-07-08_11:30:44.789785,red,TRUE
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_11:31:15.341431.jpg,img2021-07-08_11:31:15.341431,red,TRUE
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_11:31:45.926635.jpg,img2021-07-08_11:31:45.926635,red,TRUE
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_11:32:16.368134.jpg,img2021-07-08_11:32:16.368134,red,TRUE
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_11:32:46.975547.jpg,img2021-07-08_11:32:46.975547,red,TRUE
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_11:33:17.529905.jpg,img2021-07-08_11:33:17.529905,red,TRUE
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_11:33:48.071601.jpg,img2021-07-08_11:33:48.071601,red,TRUE
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_11:34:18.668760.jpg,img2021-07-08_11:34:18.668760,red,TRUE
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_11:34:49.257640.jpg,img2021-07-08_11:34:49.257640,red,TRUE
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_11:35:19.805166.jpg,img2021-07-08_11:35:19.805166,red,TRUE
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_11:35:50.374361.jpg,img2021-07-08_11:35:50.374361,red,TRUE
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_11:36:21.301851.jpg,img2021-07-08_11:36:21.301851,red,TRUE
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_11:36:51.506847.jpg,img2021-07-08_11:36:51.506847,red,TRUE
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_11:37:22.377548.jpg,img2021-07-08_11:37:22.377548,red,TRUE
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_11:37:52.757322.jpg,img2021-07-08_11:37:52.757322,red,TRUE
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_11:38:23.138801.jpg,img2021-07-08_11:38:23.138801,red,TRUE
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_11:38:53.631108.jpg,img2021-07-08_11:38:53.631108,red,TRUE
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_11:39:24.137351.jpg,img2021-07-08_11:39:24.137351,red,TRUE
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_11:39:54.743413.jpg,img2021-07-08_11:39:54.743413,red,TRUE
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_11:40:25.377483.jpg,img2021-07-08_11:40:25.377483,red,TRUE
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_11:40:55.872103.jpg,img2021-07-08_11:40:55.872103,red,TRUE
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_11:41:26.392958.jpg,img2021-07-08_11:41:26.392958,red,TRUE
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_11:41:56.896226.jpg,img2021-07-08_11:41:56.896226,red,TRUE
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_11:42:27.571649.jpg,img2021-07-08_11:42:27.571649,red,TRUE
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_11:42:58.058491.jpg,img2021-07-08_11:42:58.058491,red,TRUE
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_11:43:28.494242.jpg,img2021-07-08_11:43:28.494242,red,TRUE
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_11:43:59.045040.jpg,img2021-07-08_11:43:59.045040,red,TRUE
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_11:44:29.656325.jpg,img2021-07-08_11:44:29.656325,red,TRUE
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_11:45:00.200224.jpg,img2021-07-08_11:45:00.200224,red,TRUE
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_11:45:30.610060.jpg,img2021-07-08_11:45:30.610060,red,TRUE
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_11:46:01.069772.jpg,img2021-07-08_11:46:01.069772,red,TRUE
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_11:46:31.562382.jpg,img2021-07-08_11:46:31.562382,red,TRUE
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_11:47:02.206429.jpg,img2021-07-08_11:47:02.206429,red,TRUE
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_11:47:32.732278.jpg,img2021-07-08_11:47:32.732278,red,TRUE
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_11:48:03.272807.jpg,img2021-07-08_11:48:03.272807,red,TRUE
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_11:48:33.857766.jpg,img2021-07-08_11:48:33.857766,red,TRUE
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_11:49:04.402326.jpg,img2021-07-08_11:49:04.402326,red,TRUE
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_11:49:34.994069.jpg,img2021-07-08_11:49:34.994069,red,TRUE
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_11:50:05.592308.jpg,img2021-07-08_11:50:05.592308,red,TRUE
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_11:50:36.133080.jpg,img2021-07-08_11:50:36.133080,red,TRUE
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_11:51:06.686688.jpg,img2021-07-08_11:51:06.686688,red,TRUE
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_11:51:37.245038.jpg,img2021-07-08_11:51:37.245038,red,TRUE
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_11:52:07.795696.jpg,img2021-07-08_11:52:07.795696,red,TRUE
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_11:52:38.363888.jpg,img2021-07-08_11:52:38.363888,red,TRUE
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_11:53:08.952796.jpg,img2021-07-08_11:53:08.952796,red,TRUE
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_11:53:39.455909.jpg,img2021-07-08_11:53:39.455909,red,TRUE
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_11:54:10.020823.jpg,img2021-07-08_11:54:10.020823,red,TRUE
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_11:54:40.618039.jpg,img2021-07-08_11:54:40.618039,red,TRUE
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_11:55:11.187396.jpg,img2021-07-08_11:55:11.187396,red,TRUE
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_11:55:41.763081.jpg,img2021-07-08_11:55:41.763081,red,TRUE
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_11:56:12.358347.jpg,img2021-07-08_11:56:12.358347,red,TRUE
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_11:56:42.983703.jpg,img2021-07-08_11:56:42.983703,red,TRUE
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_11:57:13.572445.jpg,img2021-07-08_11:57:13.572445,red,TRUE
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_11:57:44.003375.jpg,img2021-07-08_11:57:44.003375,red,TRUE
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_11:58:14.603818.jpg,img2021-07-08_11:58:14.603818,red,TRUE
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_11:58:45.116199.jpg,img2021-07-08_11:58:45.116199,red,TRUE
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_11:59:15.625232.jpg,img2021-07-08_11:59:15.625232,red,TRUE
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_11:59:46.230020.jpg,img2021-07-08_11:59:46.230020,red,TRUE
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_12:00:16.656517.jpg,img2021-07-08_12:00:16.656517,red,TRUE
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_12:00:47.228157.jpg,img2021-07-08_12:00:47.228157,red,TRUE
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_12:01:17.874569.jpg,img2021-07-08_12:01:17.874569,red,TRUE
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_12:01:48.472796.jpg,img2021-07-08_12:01:48.472796,red,TRUE
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_12:02:18.902460.jpg,img2021-07-08_12:02:18.902460,red,TRUE
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_12:02:49.441736.jpg,img2021-07-08_12:02:49.441736,red,TRUE
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_12:03:20.084484.jpg,img2021-07-08_12:03:20.084484,red,TRUE
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_12:03:50.550271.jpg,img2021-07-08_12:03:50.550271,red,TRUE
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_12:04:21.318615.jpg,img2021-07-08_12:04:21.318615,red,TRUE
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_12:04:51.628706.jpg,img2021-07-08_12:04:51.628706,red,TRUE
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_12:05:22.553292.jpg,img2021-07-08_12:05:22.553292,red,TRUE
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_12:05:52.872556.jpg,img2021-07-08_12:05:52.872556,red,TRUE
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_12:06:23.441495.jpg,img2021-07-08_12:06:23.441495,red,TRUE
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_12:06:53.898924.jpg,img2021-07-08_12:06:53.898924,red,TRUE
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_12:07:24.348379.jpg,img2021-07-08_12:07:24.348379,red,TRUE
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_12:07:54.929138.jpg,img2021-07-08_12:07:54.929138,red,TRUE
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_12:08:25.476421.jpg,img2021-07-08_12:08:25.476421,red,TRUE
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_12:08:56.033586.jpg,img2021-07-08_12:08:56.033586,red,TRUE
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_12:09:26.559791.jpg,img2021-07-08_12:09:26.559791,red,TRUE
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_12:09:57.115616.jpg,img2021-07-08_12:09:57.115616,red,TRUE
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_12:10:27.797142.jpg,img2021-07-08_12:10:27.797142,red,TRUE
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_12:10:58.155142.jpg,img2021-07-08_12:10:58.155142,red,TRUE
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_12:11:28.622545.jpg,img2021-07-08_12:11:28.622545,red,TRUE
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_12:11:59.169315.jpg,img2021-07-08_12:11:59.169315,red,TRUE
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_12:12:29.674177.jpg,img2021-07-08_12:12:29.674177,red,TRUE
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_12:13:00.294554.jpg,img2021-07-08_12:13:00.294554,red,TRUE
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_12:13:30.803137.jpg,img2021-07-08_12:13:30.803137,red,TRUE
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_12:14:01.301782.jpg,img2021-07-08_12:14:01.301782,red,TRUE
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_12:14:31.873167.jpg,img2021-07-08_12:14:31.873167,red,TRUE
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_12:15:02.435489.jpg,img2021-07-08_12:15:02.435489,red,TRUE
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_12:15:33.129504.jpg,img2021-07-08_12:15:33.129504,red,TRUE
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_12:16:03.658894.jpg,img2021-07-08_12:16:03.658894,red,TRUE
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_12:16:34.212882.jpg,img2021-07-08_12:16:34.212882,red,TRUE
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_12:17:04.859110.jpg,img2021-07-08_12:17:04.859110,red,TRUE
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_12:17:35.462268.jpg,img2021-07-08_12:17:35.462268,red,TRUE
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_12:18:05.962647.jpg,img2021-07-08_12:18:05.962647,red,TRUE
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_12:18:36.479797.jpg,img2021-07-08_12:18:36.479797,red,TRUE
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_12:19:06.992419.jpg,img2021-07-08_12:19:06.992419,red,TRUE
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_12:19:38.139319.jpg,img2021-07-08_12:19:38.139319,red,TRUE
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_12:20:08.150938.jpg,img2021-07-08_12:20:08.150938,red,TRUE
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_12:20:38.643561.jpg,img2021-07-08_12:20:38.643561,red,TRUE
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_12:21:09.222748.jpg,img2021-07-08_12:21:09.222748,red,TRUE
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_12:21:39.851536.jpg,img2021-07-08_12:21:39.851536,red,TRUE
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_12:22:10.292022.jpg,img2021-07-08_12:22:10.292022,red,TRUE
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_12:22:40.874724.jpg,img2021-07-08_12:22:40.874724,red,TRUE
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_12:23:11.354257.jpg,img2021-07-08_12:23:11.354257,red,TRUE
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_12:23:41.901901.jpg,img2021-07-08_12:23:41.901901,red,TRUE
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_12:24:12.690239.jpg,img2021-07-08_12:24:12.690239,red,TRUE
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_12:24:42.977531.jpg,img2021-07-08_12:24:42.977531,red,TRUE
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_12:25:13.672459.jpg,img2021-07-08_12:25:13.672459,red,TRUE
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_12:25:44.114318.jpg,img2021-07-08_12:25:44.114318,red,TRUE
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_12:26:14.636311.jpg,img2021-07-08_12:26:14.636311,red,TRUE
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_12:26:45.133698.jpg,img2021-07-08_12:26:45.133698,red,TRUE
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_12:27:15.713654.jpg,img2021-07-08_12:27:15.713654,red,TRUE
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_12:27:46.248178.jpg,img2021-07-08_12:27:46.248178,red,TRUE
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_12:28:16.801503.jpg,img2021-07-08_12:28:16.801503,red,TRUE
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_12:28:47.373518.jpg,img2021-07-08_12:28:47.373518,red,TRUE
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_12:29:17.901968.jpg,img2021-07-08_12:29:17.901968,red,TRUE
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_12:29:48.491349.jpg,img2021-07-08_12:29:48.491349,red,TRUE
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_12:30:19.109084.jpg,img2021-07-08_12:30:19.109084,red,TRUE
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_12:30:49.693883.jpg,img2021-07-08_12:30:49.693883,red,TRUE
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_12:31:20.376535.jpg,img2021-07-08_12:31:20.376535,red,TRUE
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_12:31:50.934726.jpg,img2021-07-08_12:31:50.934726,red,TRUE
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_12:32:21.417424.jpg,img2021-07-08_12:32:21.417424,red,TRUE
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_12:32:52.008621.jpg,img2021-07-08_12:32:52.008621,red,TRUE
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_12:33:22.735557.jpg,img2021-07-08_12:33:22.735557,red,TRUE
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_12:33:53.072761.jpg,img2021-07-08_12:33:53.072761,red,TRUE
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_12:34:23.615407.jpg,img2021-07-08_12:34:23.615407,red,TRUE
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_12:34:54.209341.jpg,img2021-07-08_12:34:54.209341,red,TRUE
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_12:35:24.749004.jpg,img2021-07-08_12:35:24.749004,red,TRUE
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_12:35:55.321968.jpg,img2021-07-08_12:35:55.321968,red,TRUE
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_12:36:25.931815.jpg,img2021-07-08_12:36:25.931815,red,TRUE
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_12:36:56.320970.jpg,img2021-07-08_12:36:56.320970,red,TRUE
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_12:37:26.875546.jpg,img2021-07-08_12:37:26.875546,red,TRUE
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_12:37:57.532408.jpg,img2021-07-08_12:37:57.532408,red,TRUE
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_12:38:27.985655.jpg,img2021-07-08_12:38:27.985655,red,TRUE
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_12:38:58.663946.jpg,img2021-07-08_12:38:58.663946,red,TRUE
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_12:39:29.172179.jpg,img2021-07-08_12:39:29.172179,red,TRUE
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_12:39:59.620302.jpg,img2021-07-08_12:39:59.620302,red,TRUE
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_12:40:30.198969.jpg,img2021-07-08_12:40:30.198969,red,TRUE
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_12:41:00.689896.jpg,img2021-07-08_12:41:00.689896,red,TRUE
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_12:41:31.131533.jpg,img2021-07-08_12:41:31.131533,red,TRUE
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_12:42:01.845698.jpg,img2021-07-08_12:42:01.845698,red,TRUE
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_12:42:32.340708.jpg,img2021-07-08_12:42:32.340708,red,TRUE
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_12:43:02.880607.jpg,img2021-07-08_12:43:02.880607,red,TRUE
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_12:43:33.415544.jpg,img2021-07-08_12:43:33.415544,red,TRUE
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_12:44:03.990716.jpg,img2021-07-08_12:44:03.990716,red,TRUE
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_12:44:34.530528.jpg,img2021-07-08_12:44:34.530528,red,TRUE
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_12:45:05.027037.jpg,img2021-07-08_12:45:05.027037,red,TRUE
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_12:45:35.650037.jpg,img2021-07-08_12:45:35.650037,red,TRUE
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_12:46:06.297033.jpg,img2021-07-08_12:46:06.297033,red,TRUE
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_12:46:36.773907.jpg,img2021-07-08_12:46:36.773907,red,TRUE
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_12:47:07.361403.jpg,img2021-07-08_12:47:07.361403,red,TRUE
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_12:47:37.904214.jpg,img2021-07-08_12:47:37.904214,red,TRUE
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_12:48:08.437266.jpg,img2021-07-08_12:48:08.437266,red,TRUE
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_12:48:39.070144.jpg,img2021-07-08_12:48:39.070144,red,TRUE
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_12:49:09.544934.jpg,img2021-07-08_12:49:09.544934,red,TRUE
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_12:49:40.176630.jpg,img2021-07-08_12:49:40.176630,red,TRUE
/mnt/c/Users/James/test_camera_pics/set2/img2021-07-08_12:50:10.655934.jpg,img2021-07-08_12:50:10.655934,red,TRUE
