full_path,file_name,true_color,light_on,red_sum,grn_sum,img_sum,color
/mnt/c/Users/James/test_camera_pics/img2021-07-03 12-10-19.708019.jpg,img2021-07-03 12-10-19.708019,,,,,,
/mnt/c/Users/James/test_camera_pics/img2021-07-03 12-11-20.246703.jpg,img2021-07-03 12-11-20.246703,,,,,,
/mnt/c/Users/James/test_camera_pics/img2021-07-03 12-12-20.818268.jpg,img2021-07-03 12-12-20.818268,,,,,,
/mnt/c/Users/James/test_camera_pics/img2021-07-03 12-13-21.376203.jpg,img2021-07-03 12-13-21.376203,,,,,,
/mnt/c/Users/James/test_camera_pics/img2021-07-03 12-14-21.910459.jpg,img2021-07-03 12-14-21.910459,,,,,,
/mnt/c/Users/James/test_camera_pics/img2021-07-03 12-15-22.418029.jpg,img2021-07-03 12-15-22.418029,,,,,,
/mnt/c/Users/James/test_camera_pics/img2021-07-03 12-16-22.918017.jpg,img2021-07-03 12-16-22.918017,,,,,,
/mnt/c/Users/James/test_camera_pics/img2021-07-03 12-17-23.418007.jpg,img2021-07-03 12-17-23.418007,,,,,,
/mnt/c/Users/James/test_camera_pics/img2021-07-03 12-18-23.918019.jpg,img2021-07-03 12-18-23.918019,,,,,,
/mnt/c/Users/James/test_camera_pics/img2021-07-03 12-19-24.418036.jpg,img2021-07-03 12-19-24.418036,,,,,,
/mnt/c/Users/James/test_camera_pics/img2021-07-03 12-20-24.918030.jpg,img2021-07-03 12-20-24.918030,,,,,,
/mnt/c/Users/James/test_camera_pics/img2021-07-03 12-21-25.418020.jpg,img2021-07-03 12-21-25.418020,,,,,,
/mnt/c/Users/James/test_camera_pics/img2021-07-03 12-22-25.918025.jpg,img2021-07-03 12-22-25.918025,,,,,,
/mnt/c/Users/James/test_camera_pics/img2021-07-03 12-23-26.418035.jpg,img2021-07-03 12-23-26.418035,,,,,,
/mnt/c/Users/James/test_camera_pics/img2021-07-03 12-24-26.918075.jpg,img2021-07-03 12-24-26.918075,,,,,,
/mnt/c/Users/James/test_camera_pics/img2021-07-03 12-25-27.464319.jpg,img2021-07-03 12-25-27.464319,,,,,,
/mnt/c/Users/James/test_camera_pics/img2021-07-03 12-26-27.995801.jpg,img2021-07-03 12-26-27.995801,,,,,,
/mnt/c/Users/James/test_camera_pics/img2021-07-03 12-27-28.527658.jpg,img2021-07-03 12-27-28.527658,,,,,,
/mnt/c/Users/James/test_camera_pics/img2021-07-03 12-28-29.041986.jpg,img2021-07-03 12-28-29.041986,,,,,,
/mnt/c/Users/James/test_camera_pics/img2021-07-03 12-29-29.592332.jpg,img2021-07-03 12-29-29.592332,,,,,,
/mnt/c/Users/James/test_camera_pics/img2021-07-03 12-30-30.124214.jpg,img2021-07-03 12-30-30.124214,,,,,,
/mnt/c/Users/James/test_camera_pics/img2021-07-03 12-31-30.628172.jpg,img2021-07-03 12-31-30.628172,,,,,,
/mnt/c/Users/James/test_camera_pics/img2021-07-03 12-32-31.188228.jpg,img2021-07-03 12-32-31.188228,,,,,,
/mnt/c/Users/James/test_camera_pics/img2021-07-03 12-33-31.681930.jpg,img2021-07-03 12-33-31.681930,,,,,,
/mnt/c/Users/James/test_camera_pics/img2021-07-03 12-34-32.188006.jpg,img2021-07-03 12-34-32.188006,,,,,,
/mnt/c/Users/James/test_camera_pics/img2021-07-03 12-35-32.677978.jpg,img2021-07-03 12-35-32.677978,,,,,,
/mnt/c/Users/James/test_camera_pics/img2021-07-03 12-36-33.168047.jpg,img2021-07-03 12-36-33.168047,,,,,,
/mnt/c/Users/James/test_camera_pics/img2021-07-03 12-37-33.718031.jpg,img2021-07-03 12-37-33.718031,,,,,,
/mnt/c/Users/James/test_camera_pics/img2021-07-03 12-38-34.249218.jpg,img2021-07-03 12-38-34.249218,,,,,,
/mnt/c/Users/James/test_camera_pics/img2021-07-03 12-39-34.736525.jpg,img2021-07-03 12-39-34.736525,,,,,,
/mnt/c/Users/James/test_camera_pics/img2021-07-03 12-40-35.247981.jpg,img2021-07-03 12-40-35.247981,,,,,,
/mnt/c/Users/James/test_camera_pics/img2021-07-03 12-41-35.750182.jpg,img2021-07-03 12-41-35.750182,,,,,,
/mnt/c/Users/James/test_camera_pics/img2021-07-03 12-42-36.234129.jpg,img2021-07-03 12-42-36.234129,,,,,,
/mnt/c/Users/James/test_camera_pics/img2021-07-03 12-43-36.779916.jpg,img2021-07-03 12-43-36.779916,,,,,,
/mnt/c/Users/James/test_camera_pics/img2021-07-03 12-44-37.353701.jpg,img2021-07-03 12-44-37.353701,,,,,,
/mnt/c/Users/James/test_camera_pics/img2021-07-03 12-45-37.887091.jpg,img2021-07-03 12-45-37.887091,,,,,,
/mnt/c/Users/James/test_camera_pics/img2021-07-03 12-46-38.418027.jpg,img2021-07-03 12-46-38.418027,,,,,,
/mnt/c/Users/James/test_camera_pics/img2021-07-03 12-47-38.939714.jpg,img2021-07-03 12-47-38.939714,,,,,,
/mnt/c/Users/James/test_camera_pics/img2021-07-03 12-48-39.482857.jpg,img2021-07-03 12-48-39.482857,,,,,,
/mnt/c/Users/James/test_camera_pics/img2021-07-03 12-49-39.988013.jpg,img2021-07-03 12-49-39.988013,,,,,,
/mnt/c/Users/James/test_camera_pics/img2021-07-03 12-50-40.546758.jpg,img2021-07-03 12-50-40.546758,,,,,,
/mnt/c/Users/James/test_camera_pics/img2021-07-03 12-51-41.079192.jpg,img2021-07-03 12-51-41.079192,,,,,,
/mnt/c/Users/James/test_camera_pics/img2021-07-03 12-52-41.611352.jpg,img2021-07-03 12-52-41.611352,,,,,,
/mnt/c/Users/James/test_camera_pics/img2021-07-03 12-53-42.113193.jpg,img2021-07-03 12-53-42.113193,,,,,,
/mnt/c/Users/James/test_camera_pics/img2021-07-03 12-54-42.668021.jpg,img2021-07-03 12-54-42.668021,,,,,,
/mnt/c/Users/James/test_camera_pics/img2021-07-03 12-55-43.168019.jpg,img2021-07-03 12-55-43.168019,,,,,,
/mnt/c/Users/James/test_camera_pics/img2021-07-03 12-56-43.668077.jpg,img2021-07-03 12-56-43.668077,,,,,,
/mnt/c/Users/James/test_camera_pics/img2021-07-03 12-57-44.168020.jpg,img2021-07-03 12-57-44.168020,,,,,,
/mnt/c/Users/James/test_camera_pics/img2021-07-03 12-58-44.668020.jpg,img2021-07-03 12-58-44.668020,,,,,,
/mnt/c/Users/James/test_camera_pics/img2021-07-03 12-59-45.168034.jpg,img2021-07-03 12-59-45.168034,,,,,,
/mnt/c/Users/James/test_camera_pics/img2021-07-03 13-00-45.693240.jpg,img2021-07-03 13-00-45.693240,,,,,,
/mnt/c/Users/James/test_camera_pics/img2021-07-03 13-01-46.227988.jpg,img2021-07-03 13-01-46.227988,,,,,,
/mnt/c/Users/James/test_camera_pics/img2021-07-03 13-02-46.735714.jpg,img2021-07-03 13-02-46.735714,,,,,,
/mnt/c/Users/James/test_camera_pics/img2021-07-03 13-03-47.259532.jpg,img2021-07-03 13-03-47.259532,,,,,,
/mnt/c/Users/James/test_camera_pics/img2021-07-03 13-04-47.788013.jpg,img2021-07-03 13-04-47.788013,,,,,,
/mnt/c/Users/James/test_camera_pics/img2021-07-03 13-05-48.318953.jpg,img2021-07-03 13-05-48.318953,,,,,,
/mnt/c/Users/James/test_camera_pics/img2021-07-03 13-06-48.860329.jpg,img2021-07-03 13-06-48.860329,,,,,,
/mnt/c/Users/James/test_camera_pics/img2021-07-03 13-07-49.418010.jpg,img2021-07-03 13-07-49.418010,,,,,,
/mnt/c/Users/James/test_camera_pics/img2021-07-03 13-08-49.908048.jpg,img2021-07-03 13-08-49.908048,,,,,,
/mnt/c/Users/James/test_camera_pics/img2021-07-03 13-09-50.444577.jpg,img2021-07-03 13-09-50.444577,,,,,,
/mnt/c/Users/James/test_camera_pics/img2021-07-03 13-10-50.986233.jpg,img2021-07-03 13-10-50.986233,,,,,,
/mnt/c/Users/James/test_camera_pics/img2021-07-03 13-11-51.522121.jpg,img2021-07-03 13-11-51.522121,,,,,,
/mnt/c/Users/James/test_camera_pics/img2021-07-03 13-12-52.037969.jpg,img2021-07-03 13-12-52.037969,,,,,,
/mnt/c/Users/James/test_camera_pics/img2021-07-03 13-13-52.578762.jpg,img2021-07-03 13-13-52.578762,,,,,,
/mnt/c/Users/James/test_camera_pics/img2021-07-03 13-14-53.078031.jpg,img2021-07-03 13-14-53.078031,,,,,,
/mnt/c/Users/James/test_camera_pics/img2021-07-03 13-15-53.639715.jpg,img2021-07-03 13-15-53.639715,,,,,,
/mnt/c/Users/James/test_camera_pics/img2021-07-03 13-16-54.168841.jpg,img2021-07-03 13-16-54.168841,,,,,,
/mnt/c/Users/James/test_camera_pics/img2021-07-03 13-17-54.718019.jpg,img2021-07-03 13-17-54.718019,,,,,,
/mnt/c/Users/James/test_camera_pics/img2021-07-03 13-18-55.262396.jpg,img2021-07-03 13-18-55.262396,,,,,,
/mnt/c/Users/James/test_camera_pics/img2021-07-03 13-19-55.768152.jpg,img2021-07-03 13-19-55.768152,,,,,,
/mnt/c/Users/James/test_camera_pics/img2021-07-03 13-20-56.278044.jpg,img2021-07-03 13-20-56.278044,,,,,,
/mnt/c/Users/James/test_camera_pics/img2021-07-03 13-21-56.798470.jpg,img2021-07-03 13-21-56.798470,,,,,,
/mnt/c/Users/James/test_camera_pics/img2021-07-03 13-22-57.293227.jpg,img2021-07-03 13-22-57.293227,,,,,,
/mnt/c/Users/James/test_camera_pics/img2021-07-03 13-23-57.838024.jpg,img2021-07-03 13-23-57.838024,,,,,,
/mnt/c/Users/James/test_camera_pics/img2021-07-03 13-24-58.319905.jpg,img2021-07-03 13-24-58.319905,,,,,,
/mnt/c/Users/James/test_camera_pics/img2021-07-03 13-25-58.852143.jpg,img2021-07-03 13-25-58.852143,,,,,,
/mnt/c/Users/James/test_camera_pics/img2021-07-03 13-26-59.398009.jpg,img2021-07-03 13-26-59.398009,,,,,,
/mnt/c/Users/James/test_camera_pics/img2021-07-03 13-27-59.918027.jpg,img2021-07-03 13-27-59.918027,,,,,,
/mnt/c/Users/James/test_camera_pics/img2021-07-03 13-29-00.418045.jpg,img2021-07-03 13-29-00.418045,,,,,,
/mnt/c/Users/James/test_camera_pics/img2021-07-03 13-30-00.918010.jpg,img2021-07-03 13-30-00.918010,,,,,,
/mnt/c/Users/James/test_camera_pics/img2021-07-03 13-31-01.447941.jpg,img2021-07-03 13-31-01.447941,,,,,,
/mnt/c/Users/James/test_camera_pics/img2021-07-03 13-32-01.988959.jpg,img2021-07-03 13-32-01.988959,,,,,,
/mnt/c/Users/James/test_camera_pics/img2021-07-03 13-33-02.524435.jpg,img2021-07-03 13-33-02.524435,,,,,,
/mnt/c/Users/James/test_camera_pics/img2021-07-03 13-34-03.005730.jpg,img2021-07-03 13-34-03.005730,,,,,,
/mnt/c/Users/James/test_camera_pics/img2021-07-03 13-35-03.556151.jpg,img2021-07-03 13-35-03.556151,,,,,,
/mnt/c/Users/James/test_camera_pics/img2021-07-03 13-36-04.028034.jpg,img2021-07-03 13-36-04.028034,,,,,,
/mnt/c/Users/James/test_camera_pics/img2021-07-03 13-37-04.586244.jpg,img2021-07-03 13-37-04.586244,,,,,,
/mnt/c/Users/James/test_camera_pics/img2021-07-03 13-38-05.156478.jpg,img2021-07-03 13-38-05.156478,,,,,,
/mnt/c/Users/James/test_camera_pics/img2021-07-03 13-39-05.698030.jpg,img2021-07-03 13-39-05.698030,,,,,,
/mnt/c/Users/James/test_camera_pics/img2021-07-03 13-40-06.238040.jpg,img2021-07-03 13-40-06.238040,,,,,,
/mnt/c/Users/James/test_camera_pics/img2021-07-03 13-41-06.758021.jpg,img2021-07-03 13-41-06.758021,,,,,,
/mnt/c/Users/James/test_camera_pics/img2021-07-03 13-42-07.305432.jpg,img2021-07-03 13-42-07.305432,,,,,,
/mnt/c/Users/James/test_camera_pics/img2021-07-03 13-43-07.798005.jpg,img2021-07-03 13-43-07.798005,,,,,,
/mnt/c/Users/James/test_camera_pics/img2021-07-03 13-44-08.334610.jpg,img2021-07-03 13-44-08.334610,,,,,,
/mnt/c/Users/James/test_camera_pics/img2021-07-03 13-45-08.865942.jpg,img2021-07-03 13-45-08.865942,,,,,,
/mnt/c/Users/James/test_camera_pics/img2021-07-03 13-46-09.397714.jpg,img2021-07-03 13-46-09.397714,,,,,,
/mnt/c/Users/James/test_camera_pics/img2021-07-03 13-47-09.918014.jpg,img2021-07-03 13-47-09.918014,,,,,,
/mnt/c/Users/James/test_camera_pics/img2021-07-03 13-48-10.429632.jpg,img2021-07-03 13-48-10.429632,,,,,,
/mnt/c/Users/James/test_camera_pics/img2021-07-03 13-49-10.991848.jpg,img2021-07-03 13-49-10.991848,,,,,,
/mnt/c/Users/James/test_camera_pics/img2021-07-03 13-50-11.522977.jpg,img2021-07-03 13-50-11.522977,,,,,,
/mnt/c/Users/James/test_camera_pics/img2021-07-03 13-51-12.054750.jpg,img2021-07-03 13-51-12.054750,,,,,,
/mnt/c/Users/James/test_camera_pics/img2021-07-03 13-52-12.538060.jpg,img2021-07-03 13-52-12.538060,,,,,,
/mnt/c/Users/James/test_camera_pics/img2021-07-03 13-53-13.084234.jpg,img2021-07-03 13-53-13.084234,,,,,,
/mnt/c/Users/James/test_camera_pics/img2021-07-03 13-54-13.615234.jpg,img2021-07-03 13-54-13.615234,,,,,,
/mnt/c/Users/James/test_camera_pics/img2021-07-03 13-55-14.146252.jpg,img2021-07-03 13-55-14.146252,,,,,,
/mnt/c/Users/James/test_camera_pics/img2021-07-03 13-56-14.668191.jpg,img2021-07-03 13-56-14.668191,,,,,,
/mnt/c/Users/James/test_camera_pics/img2021-07-03 13-57-15.168028.jpg,img2021-07-03 13-57-15.168028,,,,,,
/mnt/c/Users/James/test_camera_pics/img2021-07-03 13-58-15.668046.jpg,img2021-07-03 13-58-15.668046,,,,,,
/mnt/c/Users/James/test_camera_pics/img2021-07-03 13-59-16.199835.jpg,img2021-07-03 13-59-16.199835,,,,,,
/mnt/c/Users/James/test_camera_pics/img2021-07-03 14-00-16.739636.jpg,img2021-07-03 14-00-16.739636,,,,,,
/mnt/c/Users/James/test_camera_pics/img2021-07-03 14-01-17.268060.jpg,img2021-07-03 14-01-17.268060,,,,,,
/mnt/c/Users/James/test_camera_pics/img2021-07-03 14-02-17.827631.jpg,img2021-07-03 14-02-17.827631,,,,,,
/mnt/c/Users/James/test_camera_pics/img2021-07-03 14-03-18.366584.jpg,img2021-07-03 14-03-18.366584,,,,,,
/mnt/c/Users/James/test_camera_pics/img2021-07-03 14-04-18.918074.jpg,img2021-07-03 14-04-18.918074,,,,,,
/mnt/c/Users/James/test_camera_pics/img2021-07-03 14-05-19.418063.jpg,img2021-07-03 14-05-19.418063,,,,,,
/mnt/c/Users/James/test_camera_pics/img2021-07-03 14-06-19.918048.jpg,img2021-07-03 14-06-19.918048,,,,,,
/mnt/c/Users/James/test_camera_pics/img2021-07-03 14-07-20.418021.jpg,img2021-07-03 14-07-20.418021,,,,,,
/mnt/c/Users/James/test_camera_pics/img2021-07-03 14-08-20.918002.jpg,img2021-07-03 14-08-20.918002,,,,,,
/mnt/c/Users/James/test_camera_pics/img2021-07-03 14-09-21.398024.jpg,img2021-07-03 14-09-21.398024,,,,,,
/mnt/c/Users/James/test_camera_pics/img2021-07-03 14-10-21.878059.jpg,img2021-07-03 14-10-21.878059,,,,,,
/mnt/c/Users/James/test_camera_pics/img2021-07-03 14-11-22.417984.jpg,img2021-07-03 14-11-22.417984,,,,,,
/mnt/c/Users/James/test_camera_pics/img2021-07-03 14-12-22.918036.jpg,img2021-07-03 14-12-22.918036,,,,,,
/mnt/c/Users/James/test_camera_pics/img2021-07-03 14-13-23.473393.jpg,img2021-07-03 14-13-23.473393,,,,,,
/mnt/c/Users/James/test_camera_pics/img2021-07-03 14-14-24.012601.jpg,img2021-07-03 14-14-24.012601,,,,,,
/mnt/c/Users/James/test_camera_pics/img2021-07-03 14-15-24.543732.jpg,img2021-07-03 14-15-24.543732,,,,,,
/mnt/c/Users/James/test_camera_pics/img2021-07-03 14-16-25.068044.jpg,img2021-07-03 14-16-25.068044,,,,,,
/mnt/c/Users/James/test_camera_pics/img2021-07-03 14-17-25.608026.jpg,img2021-07-03 14-17-25.608026,,,,,,
/mnt/c/Users/James/test_camera_pics/img2021-07-03 14-18-26.118041.jpg,img2021-07-03 14-18-26.118041,,,,,,
/mnt/c/Users/James/test_camera_pics/img2021-07-03 14-19-26.628018.jpg,img2021-07-03 14-19-26.628018,,,,,,
/mnt/c/Users/James/test_camera_pics/img2021-07-03 14-20-27.158065.jpg,img2021-07-03 14-20-27.158065,,,,,,
/mnt/c/Users/James/test_camera_pics/img2021-07-03 14-21-27.690409.jpg,img2021-07-03 14-21-27.690409,,,,,,
/mnt/c/Users/James/test_camera_pics/img2021-07-03 14-22-28.188011.jpg,img2021-07-03 14-22-28.188011,,,,,,
/mnt/c/Users/James/test_camera_pics/img2021-07-03 14-23-28.678000.jpg,img2021-07-03 14-23-28.678000,,,,,,
/mnt/c/Users/James/test_camera_pics/img2021-07-03 14-24-29.229337.jpg,img2021-07-03 14-24-29.229337,,,,,,
/mnt/c/Users/James/test_camera_pics/img2021-07-03 14-25-29.748020.jpg,img2021-07-03 14-25-29.748020,,,,,,
/mnt/c/Users/James/test_camera_pics/img2021-07-03 14-26-30.292693.jpg,img2021-07-03 14-26-30.292693,,,,,,
/mnt/c/Users/James/test_camera_pics/img2021-07-03 14-27-30.813138.jpg,img2021-07-03 14-27-30.813138,,,,,,
/mnt/c/Users/James/test_camera_pics/img2021-07-03 14-28-31.355271.jpg,img2021-07-03 14-28-31.355271,,,,,,
/mnt/c/Users/James/test_camera_pics/img2021-07-03 14-29-31.857979.jpg,img2021-07-03 14-29-31.857979,,,,,,
/mnt/c/Users/James/test_camera_pics/img2021-07-03 14-30-32.390238.jpg,img2021-07-03 14-30-32.390238,,,,,,
/mnt/c/Users/James/test_camera_pics/img2021-07-03 14-31-32.868055.jpg,img2021-07-03 14-31-32.868055,,,,,,
/mnt/c/Users/James/test_camera_pics/img2021-07-03 14-32-33.418043.jpg,img2021-07-03 14-32-33.418043,,,,,,
/mnt/c/Users/James/test_camera_pics/img2021-07-03 14-33-33.918038.jpg,img2021-07-03 14-33-33.918038,,,,,,
/mnt/c/Users/James/test_camera_pics/img2021-07-03 14-34-34.418016.jpg,img2021-07-03 14-34-34.418016,,,,,,
/mnt/c/Users/James/test_camera_pics/img2021-07-03 14-35-34.918017.jpg,img2021-07-03 14-35-34.918017,,,,,,
/mnt/c/Users/James/test_camera_pics/img2021-07-03 14-36-35.418022.jpg,img2021-07-03 14-36-35.418022,,,,,,
/mnt/c/Users/James/test_camera_pics/img2021-07-03 14-37-35.918035.jpg,img2021-07-03 14-37-35.918035,,,,,,
/mnt/c/Users/James/test_camera_pics/img2021-07-03 14-38-36.433238.jpg,img2021-07-03 14-38-36.433238,,,,,,
/mnt/c/Users/James/test_camera_pics/img2021-07-03 14-39-36.987036.jpg,img2021-07-03 14-39-36.987036,,,,,,
/mnt/c/Users/James/test_camera_pics/img2021-07-03 14-40-37.524531.jpg,img2021-07-03 14-40-37.524531,,,,,,
/mnt/c/Users/James/test_camera_pics/img2021-07-03 14-41-38.059884.jpg,img2021-07-03 14-41-38.059884,,,,,,
/mnt/c/Users/James/test_camera_pics/img2021-07-03 14-42-38.594269.jpg,img2021-07-03 14-42-38.594269,,,,,,
/mnt/c/Users/James/test_camera_pics/img2021-07-03 14-43-39.108042.jpg,img2021-07-03 14-43-39.108042,,,,,,
/mnt/c/Users/James/test_camera_pics/img2021-07-03 14-44-39.638066.jpg,img2021-07-03 14-44-39.638066,,,,,,
/mnt/c/Users/James/test_camera_pics/img2021-07-03 14-45-40.168022.jpg,img2021-07-03 14-45-40.168022,,,,,,
/mnt/c/Users/James/test_camera_pics/img2021-07-03 14-46-40.678019.jpg,img2021-07-03 14-46-40.678019,,,,,,
/mnt/c/Users/James/test_camera_pics/img2021-07-03 14-47-41.218046.jpg,img2021-07-03 14-47-41.218046,,,,,,
/mnt/c/Users/James/test_camera_pics/img2021-07-03 14-48-41.708042.jpg,img2021-07-03 14-48-41.708042,,,,,,
/mnt/c/Users/James/test_camera_pics/img2021-07-03 14-49-42.238008.jpg,img2021-07-03 14-49-42.238008,,,,,,
/mnt/c/Users/James/test_camera_pics/img2021-07-03 14-50-42.778042.jpg,img2021-07-03 14-50-42.778042,,,,,,
/mnt/c/Users/James/test_camera_pics/img2021-07-03 14-51-43.314437.jpg,img2021-07-03 14-51-43.314437,,,,,,
/mnt/c/Users/James/test_camera_pics/img2021-07-03 14-52-43.860076.jpg,img2021-07-03 14-52-43.860076,,,,,,
/mnt/c/Users/James/test_camera_pics/img2021-07-03 14-53-44.418012.jpg,img2021-07-03 14-53-44.418012,,,,,,
/mnt/c/Users/James/test_camera_pics/img2021-07-03 14-54-44.982571.jpg,img2021-07-03 14-54-44.982571,,,,,,
/mnt/c/Users/James/test_camera_pics/img2021-07-03 14-55-45.544632.jpg,img2021-07-03 14-55-45.544632,,,,,,
/mnt/c/Users/James/test_camera_pics/img2021-07-03 14-56-46.048043.jpg,img2021-07-03 14-56-46.048043,,,,,,
/mnt/c/Users/James/test_camera_pics/img2021-07-03 14-57-46.603604.jpg,img2021-07-03 14-57-46.603604,,,,,,
/mnt/c/Users/James/test_camera_pics/img2021-07-03 14-58-47.144958.jpg,img2021-07-03 14-58-47.144958,,,,,,
/mnt/c/Users/James/test_camera_pics/img2021-07-03 14-59-47.668008.jpg,img2021-07-03 14-59-47.668008,,,,,,
/mnt/c/Users/James/test_camera_pics/img2021-07-03 15-00-48.168047.jpg,img2021-07-03 15-00-48.168047,,,,,,
/mnt/c/Users/James/test_camera_pics/img2021-07-03 15-01-48.668036.jpg,img2021-07-03 15-01-48.668036,,,,,,
/mnt/c/Users/James/test_camera_pics/img2021-07-03 15-02-49.168046.jpg,img2021-07-03 15-02-49.168046,,,,,,
/mnt/c/Users/James/test_camera_pics/img2021-07-03 15-03-49.668034.jpg,img2021-07-03 15-03-49.668034,,,,,,
/mnt/c/Users/James/test_camera_pics/img2021-07-03 15-04-50.233539.jpg,img2021-07-03 15-04-50.233539,,,,,,
/mnt/c/Users/James/test_camera_pics/img2021-07-03 15-05-50.751638.jpg,img2021-07-03 15-05-50.751638,,,,,,
/mnt/c/Users/James/test_camera_pics/img2021-07-03 15-06-51.296300.jpg,img2021-07-03 15-06-51.296300,,,,,,
/mnt/c/Users/James/test_camera_pics/img2021-07-03 15-07-51.827981.jpg,img2021-07-03 15-07-51.827981,,,,,,
/mnt/c/Users/James/test_camera_pics/img2021-07-03 15-08-52.395635.jpg,img2021-07-03 15-08-52.395635,,,,,,
/mnt/c/Users/James/test_camera_pics/img2021-07-03 15-09-52.918046.jpg,img2021-07-03 15-09-52.918046,,,,,,
/mnt/c/Users/James/test_camera_pics/img2021-07-03 15-10-53.418043.jpg,img2021-07-03 15-10-53.418043,,,,,,
/mnt/c/Users/James/test_camera_pics/img2021-07-03 15-11-53.918064.jpg,img2021-07-03 15-11-53.918064,,,,,,
/mnt/c/Users/James/test_camera_pics/img2021-07-03 15-12-54.418050.jpg,img2021-07-03 15-12-54.418050,,,,,,
/mnt/c/Users/James/test_camera_pics/img2021-07-03 15-13-54.918040.jpg,img2021-07-03 15-13-54.918040,,,,,,
/mnt/c/Users/James/test_camera_pics/img2021-07-03 15-14-55.408029.jpg,img2021-07-03 15-14-55.408029,,,,,,
/mnt/c/Users/James/test_camera_pics/img2021-07-03 15-15-55.918004.jpg,img2021-07-03 15-15-55.918004,,,,,,
/mnt/c/Users/James/test_camera_pics/img2021-07-03 15-16-56.418048.jpg,img2021-07-03 15-16-56.418048,,,,,,
/mnt/c/Users/James/test_camera_pics/img2021-07-03 15-17-56.952956.jpg,img2021-07-03 15-17-56.952956,,,,,,
/mnt/c/Users/James/test_camera_pics/img2021-07-03 15-18-57.491189.jpg,img2021-07-03 15-18-57.491189,,,,,,
/mnt/c/Users/James/test_camera_pics/img2021-07-03 15-19-58.023621.jpg,img2021-07-03 15-19-58.023621,,,,,,
/mnt/c/Users/James/test_camera_pics/img2021-07-03 15-20-58.548594.jpg,img2021-07-03 15-20-58.548594,,,,,,
/mnt/c/Users/James/test_camera_pics/img2021-07-03 15-21-59.068038.jpg,img2021-07-03 15-21-59.068038,,,,,,
/mnt/c/Users/James/test_camera_pics/img2021-07-03 15-22-59.621239.jpg,img2021-07-03 15-22-59.621239,,,,,,
/mnt/c/Users/James/test_camera_pics/img2021-07-03 15-24-00.153484.jpg,img2021-07-03 15-24-00.153484,[,,,,,
/mnt/c/Users/James/test_camera_pics/img2021-07-03 15-25-00.672584.jpg,img2021-07-03 15-25-00.672584,red,,,,,
/mnt/c/Users/James/test_camera_pics/img2021-07-03 15-26-01.207974.jpg,img2021-07-03 15-26-01.207974,red,,,,,
/mnt/c/Users/James/test_camera_pics/img2021-07-03 15-27-01.752679.jpg,img2021-07-03 15-27-01.752679,red,,,,,
/mnt/c/Users/James/test_camera_pics/img2021-07-03 15-28-02.288008.jpg,img2021-07-03 15-28-02.288008,red,,,,,
/mnt/c/Users/James/test_camera_pics/img2021-07-03 15-29-02.773562.jpg,img2021-07-03 15-29-02.773562,red,,,,,
/mnt/c/Users/James/test_camera_pics/img2021-07-03 15-30-03.287593.jpg,img2021-07-03 15-30-03.287593,red,,,,,
